targetName	canonicalName	previousNames	nation	tier	type	attribute	oldValue	newValue	version	notes	trend	shipStatus	tags	sourceSheet
Юрий Долгорукий	Юрий Долгорукий		苏联	9	巡洋舰	Заметность с кораблей	15,5	16,1 км	25.1	官方公告：https://blog.korabli.su/blog/584	nerf	test		Korabli #584
Giacomo Nani	Giacomo Nani		意大利	8	潜艇	Дальность хода торпед с акустическим наведением	8,5	9,5 км	25.1	官方公告：https://blog.korabli.su/blog/584	buff	test		Korabli #584
Dou Jian	Dou Jian		泛亚	8	巡洋舰	Время перезарядки орудий ГК	12,5	11 с	25.1	官方公告：https://blog.korabli.su/blog/584	buff	test		Korabli #584
Dou Jian	Dou Jian		泛亚	8	巡洋舰	Добавлено снаряжение «Ремонтная команда» со стандартными для крейсеров характеристиками	—	—	25.1	官方公告：https://blog.korabli.su/blog/584	adjustment	test		Korabli #584
Dou Jian	Dou Jian		泛亚	8	巡洋舰	Количество восстанавливаемого урона, полученного в цитадель,	33%	50%	25.1	官方公告：https://blog.korabli.su/blog/584	buff	test		Korabli #584
Xian Deng	Xian Deng		泛亚	8		Максимальный урон ОФ-бомб	7400	6300	25.1	官方公告：https://blog.korabli.su/blog/584	nerf	test		Korabli #584
Xian Deng	Xian Deng		泛亚	8		Максимальный урон торпед	4587	4026	25.1	官方公告：https://blog.korabli.su/blog/584	nerf	test		Korabli #584
Xian Deng	Xian Deng		泛亚	8		Скорость хода торпед	35	42 узлов	25.1	官方公告：https://blog.korabli.su/blog/584	buff	test		Korabli #584
Chakri	Chakri		泛亚	6	战列舰	«Ремонтный дивизион» заменён на «Ремонтную команду». По характеристикам она аналогична этому снаряжению у VIII Monarch : Время работы: 28 с	—	—	2024.12	官方公告：https://blog.korabli.su/blog/582	adjustment	test		Korabli #582
Chakri	Chakri		泛亚	6	战列舰	Повышена точность орудий ГК. Разброс снарядов станет таким же, как у V Микоян 	—	—	2024.12	官方公告：https://blog.korabli.su/blog/582	adjustment	test		Korabli #582
Zulfiqar	Zulfiqar		泛亚	7	战列舰	Время работы снаряжения «Ремонтный дивизион»	20	15 с;	2024.12	官方公告：https://blog.korabli.su/blog/582	nerf	test		Korabli #582
Zulfiqar	Zulfiqar		泛亚	7	战列舰	Повышена точность орудий ГК. Разброс снарядов станет таким же, как у V Микоян 	—	—	2024.12	官方公告：https://blog.korabli.su/blog/582	adjustment	test		Korabli #582
Tiangong	Tiangong		泛亚	10	战列舰	Время работы снаряжения «Ремонтный дивизион»	20	15 с	2024.12	官方公告：https://blog.korabli.su/blog/582	nerf	test		Korabli #582
Юрий Долгорукий	Юрий Долгорукий		苏联	9	巡洋舰	Время перезарядки орудий ГК	8,3	9,3 с;	2024.12	官方公告：https://blog.korabli.su/blog/582	nerf	test		Korabli #582
Юрий Долгорукий	Юрий Долгорукий		苏联	9	巡洋舰	Значения углов рикошета ББ-снарядов изменены до стандартных для класса и уровня	—	—	2024.12	官方公告：https://blog.korabli.su/blog/582	adjustment	test		Korabli #582
Kuzuryū	Kuzuryū		日本	10	巡洋舰	Время перезарядки орудий ГК	6,2	6,5 с;	2024.12	官方公告：https://blog.korabli.su/blog/582	nerf	test		Korabli #582
Kuzuryū	Kuzuryū		日本	10	巡洋舰	Время подготовки постановщиков мин	130	140 с	2024.12	官方公告：https://blog.korabli.su/blog/582	nerf	test		Korabli #582
Xian Deng	Xian Deng		泛亚	8		Время подготовки торпедоносцев и бомбардировщиков (ОФ)	70	90 с;	2024.12	官方公告：https://blog.korabli.su/blog/582	nerf	test		Korabli #582
Xian Deng	Xian Deng		泛亚	8		Размер прицела бомбардировщиков (ОФ) уменьшен примерно на 27%;	—	—	2024.12	官方公告：https://blog.korabli.su/blog/582	adjustment	test		Korabli #582
Xian Deng	Xian Deng		泛亚	8		Изменены параметры тактических бомбардировщиков (ББ): Улучшена манёвренность: примерно на 25% во время подготовки к атаке;	—	—	2024.12	官方公告：https://blog.korabli.su/blog/582	adjustment	test		Korabli #582
Xian Deng	Xian Deng		泛亚	8		Размер прицела уменьшен примерно на 12%. При этом минимальный размер прицела (после полного сведения) также уменьшился примерно на 20%	—	—	2024.12	官方公告：https://blog.korabli.su/blog/582	adjustment	test		Korabli #582
Xian Deng	Xian Deng		泛亚	8		Время подготовки	180	200 с	2024.12	官方公告：https://blog.korabli.su/blog/582	nerf	test		Korabli #582
Xian Deng	Xian Deng		泛亚	8		ББ-бомба заменена на аналогичную бомбе исследуемых бомбардировщиков M. Richthofen	—	—	2024.12	官方公告：https://blog.korabli.su/blog/582	adjustment	test		Korabli #582
Xian Deng	Xian Deng		泛亚	8		Боеспособность самолёта	2457	2703 ед	2024.12	官方公告：https://blog.korabli.su/blog/582	buff	test		Korabli #582
Chakri	Chakri		泛亚	6	战列舰	Параметр сигма орудий ГК	2,0	1,9	13.11	官方公告：https://blog.korabli.su/blog/578	adjustment	test		Korabli #578
Chakri	Chakri		泛亚	6	战列舰	Время перезарядки орудий ГК	20	20,5 с	13.11	官方公告：https://blog.korabli.su/blog/578	nerf	test		Korabli #578
Zulfiqar	Zulfiqar		泛亚	7	战列舰	Время перезарядки орудий ГК	19	18,5 с	13.11	官方公告：https://blog.korabli.su/blog/578	buff	test		Korabli #578
Hanoi	Hanoi		泛亚	8	战列舰	Дальность стрельбы орудий ГК	19,7	19,4 км	13.11	官方公告：https://blog.korabli.su/blog/578	nerf	test		Korabli #578
Hanoi	Hanoi		泛亚	8	战列舰	Параметр сигма орудий ГК	2,0	1,9	13.11	官方公告：https://blog.korabli.su/blog/578	adjustment	test		Korabli #578
Hanoi	Hanoi		泛亚	8	战列舰	Время перезарядки орудий ГК	18	19 с	13.11	官方公告：https://blog.korabli.su/blog/578	nerf	test		Korabli #578
Dongfeng	Dongfeng		泛亚	9	战列舰	Дальность стрельбы орудий ГК	20,7	20,4 км	13.11	官方公告：https://blog.korabli.su/blog/578	nerf	test		Korabli #578
Dongfeng	Dongfeng		泛亚	9	战列舰	Параметр сигма орудий ГК	2,0	1,9	13.11	官方公告：https://blog.korabli.su/blog/578	adjustment	test		Korabli #578
Dongfeng	Dongfeng		泛亚	9	战列舰	Время перезарядки орудий ГК	17	18 с	13.11	官方公告：https://blog.korabli.su/blog/578	nerf	test		Korabli #578
Hengshui	Hengshui		泛亚	9	巡洋舰	Время перезарядки снаряжения «Ремонтная команда»	80	40 с	13.11	官方公告：https://blog.korabli.su/blog/578	buff	test		Korabli #578
Hengshui	Hengshui		泛亚	9	巡洋舰	Восстановление полученного в цитадель урона	33	50%	13.11	官方公告：https://blog.korabli.su/blog/578	buff	test		Korabli #578
Shinano	Shinano		日本	10		Количество очков боеспособности бомбардировщиков	1800	1850 ед	13.11	官方公告：https://blog.korabli.su/blog/578	buff	test		Korabli #578
Shinano	Shinano		日本	10		Количество очков боеспособности штурмовиков	1550	1600 ед	13.11	官方公告：https://blog.korabli.su/blog/578	buff	test		Korabli #578
Shinano	Shinano		日本	10		Время взведения торпед эскадрильи тактических торпедоносцев	8	6 с	13.11	官方公告：https://blog.korabli.su/blog/578	adjustment	test		Korabli #578
Kuzuryū	Kuzuryū		日本	10	巡洋舰	Время перезарядки орудий ГК	6	6,2 с	13.11	官方公告：https://blog.korabli.su/blog/578	nerf	test		Korabli #578
Kuzuryū	Kuzuryū		日本	10	巡洋舰	Время подготовки постановщиков мин	120	130 с	13.11	官方公告：https://blog.korabli.su/blog/578	nerf	test		Korabli #578
Kuzuryū	Kuzuryū		日本	10	巡洋舰	Время рассеивания дымов у снаряжения «Авиационный дымогенератор»	90	97 с	13.11	官方公告：https://blog.korabli.su/blog/578	adjustment	test		Korabli #578
Annapolis	Annapolis		美国	11	巡洋舰	Время перезарядки орудий ГК	5,5	5,8 с	13.11	官方公告：https://blog.korabli.su/blog/574	nerf	released		Korabli #574
Annapolis	Annapolis		美国	11	巡洋舰	Изменены параметры «Серии залпов»: Количество залпов	3	2	13.11	官方公告：https://blog.korabli.su/blog/574	nerf	released		Korabli #574
Annapolis	Annapolis		美国	11	巡洋舰	Время перезарядки после всех залпов	40	26 с	13.11	官方公告：https://blog.korabli.su/blog/574	buff	released		Korabli #574
Annapolis	Annapolis		美国	11	巡洋舰	Изменено бронирование цитадели: теперь её внешняя граница прилегает сразу к внешнему 170-мм бронепоясу. Таким образом, если Annapolis подставил борт, то поразить цитадель корабля будет легче	—	—	13.11	官方公告：https://blog.korabli.su/blog/574	adjustment	released		Korabli #574
Cond&eacute;	Cond&eacute;		法国	11	巡洋舰	Изменены параметры «Серии залпов»: Модификатор рассеивания снарядов ГК	-40	-20%	13.11	官方公告：https://blog.korabli.su/blog/574	adjustment	released		Korabli #574
Cond&eacute;	Cond&eacute;		法国	11	巡洋舰	Время перезарядки после всех залпов	50	42 с	13.11	官方公告：https://blog.korabli.su/blog/574	buff	released		Korabli #574
Devastation	Devastation		英国	11	战列舰	Заметность с кораблей	16,2	15,8 км	13.11	官方公告：https://blog.korabli.su/blog/574	buff	released		Korabli #574
Devastation	Devastation		英国	11	战列舰	Время поворота орудий ГК на 180 градусов	45	40 с	13.11	官方公告：https://blog.korabli.su/blog/574	buff	released		Korabli #574
Hannover	Hannover		德国	11	战列舰	Время перезарядки орудий ГК	28	29 с	13.11	官方公告：https://blog.korabli.su/blog/574	nerf	released		Korabli #574
Sekiryu	Sekiryu		日本	11		Боеспособность тактических торпедоносцев	2260	1900 ед	13.11	官方公告：https://blog.korabli.su/blog/574	nerf	released		Korabli #574
Sekiryu	Sekiryu		日本	11		Время подготовки тактических штурмовиков	175	200 с	13.11	官方公告：https://blog.korabli.su/blog/574	nerf	released		Korabli #574
Зоркий	Зоркий		苏联	11	驱逐舰	Изменены параметры «Серии залпов»: Количество залпов	4	3	13.11	官方公告：https://blog.korabli.su/blog/574	nerf	released		Korabli #574
Зоркий	Зоркий		苏联	11	驱逐舰	Время перезарядки после всех залпов	40	33 с	13.11	官方公告：https://blog.korabli.su/blog/574	buff	released		Korabli #574
Dalarna	Dalarna		欧洲	11	驱逐舰	Время перезарядки орудий ГК	2,8	2,7 с	13.11	官方公告：https://blog.korabli.su/blog/574	buff	released		Korabli #574
Dalarna	Dalarna		欧洲	11	驱逐舰	Дальность хода альтернативных торпед	8	10 км	13.11	官方公告：https://blog.korabli.su/blog/574	buff	released		Korabli #574
Kunming	Kunming		泛亚	11	驱逐舰	Заметность с кораблей	7,8	7,5 км	13.11	官方公告：https://blog.korabli.su/blog/574	buff	released		Korabli #574
Yamagiri	Yamagiri		日本	11	驱逐舰	Время перезарядки орудий ГК	4.5	4	13.11	官方公告：https://blog.korabli.su/blog/574	buff	released		Korabli #574
Joshua Humphreys	Joshua Humphreys		美国	11	驱逐舰	Теперь орудия ГК могут вращаться на 360 градусов. В связи с этим углы наведения орудий ГК были незначительно снижены	—	—	13.11	官方公告：https://blog.korabli.su/blog/574	adjustment	released		Korabli #574
Joshua Humphreys	Joshua Humphreys		美国	11	驱逐舰	Вероятность поджога ОФ-снарядом	5%	9%	13.11	官方公告：https://blog.korabli.su/blog/574	adjustment	released		Korabli #574
Joshua Humphreys	Joshua Humphreys		美国	11	驱逐舰	Радиус циркуляции корабля	750	680м	13.11	官方公告：https://blog.korabli.su/blog/574	buff	released		Korabli #574
Joshua Humphreys	Joshua Humphreys		美国	11	驱逐舰	Время перекладки рулей	5,1	3,7 с	13.11	官方公告：https://blog.korabli.su/blog/574	buff	released		Korabli #574
Joshua Humphreys	Joshua Humphreys		美国	11	驱逐舰	Максимальный урон торпеды	16533	17655 ед	13.11	官方公告：https://blog.korabli.su/blog/574	buff	released		Korabli #574
Joshua Humphreys	Joshua Humphreys		美国	11	驱逐舰	Вероятность затопления торпедой	301%	323%	13.11	官方公告：https://blog.korabli.su/blog/574	adjustment	released		Korabli #574
Błyskawica '63	Błyskawica '63		欧洲	8	驱逐舰	Время перезарядки орудий ГК	3,6	3,8 с	13.10	官方公告：https://blog.korabli.su/blog/573	nerf	test		Korabli #573
Hengshui	Hengshui		泛亚	9	巡洋舰	Время перезарядки 1–2-го залпов	8,5	5,5 с	13.10	官方公告：https://blog.korabli.su/blog/573	buff	test		Korabli #573
Shinano	Shinano		日本	10		Время подготовки штурмовиков к атаке	2,5	2 с	13.10	官方公告：https://blog.korabli.su/blog/573	buff	test		Korabli #573
Shinano	Shinano		日本	10		Увеличен угол атаки штурмовиков. Благодаря изменению станет проще атаковать цели с хорошей маскировкой	—	—	13.10	官方公告：https://blog.korabli.su/blog/573	adjustment	test		Korabli #573
Shinano	Shinano		日本	10		Размер прицела штурмовиков уменьшен примерно на 11%	—	—	13.10	官方公告：https://blog.korabli.su/blog/573	adjustment	test		Korabli #573
Shinano	Shinano		日本	10		Уменьшена высота полёта бомбардировщиков	—	—	13.10	官方公告：https://blog.korabli.su/blog/573	adjustment	test		Korabli #573
Свердловск	Свердловск		苏联	9	巡洋舰	Время перезарядки орудий ГК	17	16 с	13.9	官方公告：https://blog.korabli.su/blog/572	buff	test		Korabli #572
Свердловск	Свердловск		苏联	9	巡洋舰	Параметр сигма орудий ГК	2,05	2,15	13.9	官方公告：https://blog.korabli.su/blog/572	adjustment	test		Korabli #572
Shinano	Shinano		日本	10		Размер прицела штурмовиков уменьшен на 10%	—	—	13.9	官方公告：https://blog.korabli.su/blog/572	adjustment	test		Korabli #572
Shinano	Shinano		日本	10		Время восстановления штурмовиков	35	31 с	13.9	官方公告：https://blog.korabli.su/blog/572	buff	test		Korabli #572
Shinano	Shinano		日本	10		Изменены параметры бомбардировщиков: Время восстановления самолёта	40	36 с	13.9	官方公告：https://blog.korabli.su/blog/572	buff	test		Korabli #572
Shinano	Shinano		日本	10		Максимальный урон ББ-бомбы	5000	5500	13.9	官方公告：https://blog.korabli.su/blog/572	buff	test		Korabli #572
Shinano	Shinano		日本	10		Увеличено бронепробитие ББ-бомбы. Теперь оно аналогично бронепробитию бомб Hakuryū	—	—	13.9	官方公告：https://blog.korabli.su/blog/572	adjustment	test		Korabli #572
Archerfish	Archerfish		美国	10	潜艇	Ширина торпедного веера	10	7,5 градусов	13.9	官方公告：https://blog.korabli.su/blog/572	adjustment	test		Korabli #572
Archerfish	Archerfish		美国	10	潜艇	Дистанция взведения акустических торпед	1	0,6 км	13.9	官方公告：https://blog.korabli.su/blog/572	adjustment	test		Korabli #572
Surcouf	Surcouf		法国	10	潜艇	Глубина, на которой подводная лодка переходит из надводного положения в перископное,	3	6 метров	13.9	官方公告：https://blog.korabli.su/blog/572	adjustment	test		Korabli #572
Resistance	Resistance		英国	9	巡洋舰	Время поворота орудий на 180 градусов	30	25,7 с	13.9	官方公告：https://blog.korabli.su/blog/572	buff	test		Korabli #572
Xi'an	Xi'an		泛亚	11	巡洋舰	Толщина центральной части борта	16	32 мм	13.9	官方公告：https://blog.korabli.su/blog/572	adjustment	test		Korabli #572
Tiangong	Tiangong		泛亚	10	战列舰	Время перезарядки орудий ГК	15	18,5 с	13.9	官方公告：https://blog.korabli.su/blog/572	nerf	test		Korabli #572
Dongfeng	Dongfeng		泛亚	9	战列舰	Время перезарядки орудий ГК	16	17 с	13.9	官方公告：https://blog.korabli.su/blog/572	nerf	test		Korabli #572
Surcouf	Surcouf		法国	10	潜艇	Скорость восстановления автономности	0.6	1 ед/с	13.9	官方公告：https://blog.korabli.su/blog/568	buff	test		Korabli #568
Surcouf	Surcouf		法国	10	潜艇	Добавлено снаряжение «Подводный поиск» со следующими характеристиками: Количество зарядов: 4	—	—	13.9	官方公告：https://blog.korabli.su/blog/568	adjustment	test		Korabli #568
Surcouf	Surcouf		法国	10	潜艇	Дальность стрельбы орудий ГК	12	14 км	13.9	官方公告：https://blog.korabli.su/blog/568	buff	test		Korabli #568
Surcouf	Surcouf		法国	10	潜艇	Изменены параметры снаряжения «Корректировщик огня с высокоточной оптикой»: Бонус к дальности стрельбы ГК	33,3%	20%	13.9	官方公告：https://blog.korabli.su/blog/568	nerf	test		Korabli #568
Surcouf	Surcouf		法国	10	潜艇	Бонус к точности стрельбы ГК	33,3%	30%	13.9	官方公告：https://blog.korabli.su/blog/568	nerf	test		Korabli #568
Natsukaze	Natsukaze		日本	10	驱逐舰	Заметность Natsukaze с кораблей	7	7,1 км	13.9	官方公告：https://blog.korabli.su/blog/568	nerf	test		Korabli #568
Natsukaze	Natsukaze		日本	10	驱逐舰	Заметность торпед	2,5	2,8 км	13.9	官方公告：https://blog.korabli.su/blog/568	nerf	test		Korabli #568
Hertha	Hertha		德国	8	巡洋舰	Изменены параметры снаряжения «Ремонтная команда»: Время работы снаряжения	28	14 с	13.9	官方公告：https://blog.korabli.su/blog/568	nerf	test		Korabli #568
Hertha	Hertha		德国	8	巡洋舰	Количество восстанавливаемых в секунду очков боеспособности	0.6%	1	13.9	官方公告：https://blog.korabli.su/blog/568	buff	test		Korabli #568
Otto Weddigen	Otto Weddigen		德国	11	驱逐舰	Время перезарядки орудий ГК	4	4	13.9	官方公告：https://blog.korabli.su/blog/568	neutral	test		Korabli #568
Kortenaer	Kortenaer		荷兰	6	驱逐舰	Показатели дальности хода торпед, стрельбы орудий ГК и применения авиаудара	8	9 км	13.9	官方公告：https://blog.korabli.su/blog/568	buff	test		Korabli #568
Новик	Новик		苏联	2	巡洋舰	Время перезарядки орудий ГК	5	4,5 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Богатырь	Богатырь		苏联	3	巡洋舰	Время перезарядки орудий ГК	8	7,5 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Богатырь	Богатырь		苏联	3	巡洋舰	Добавлено снаряжение «Ремонтная команда»	—	—	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Светлана	Светлана		苏联	4	巡洋舰	Время перезарядки орудий ГК	8,5	7,5 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Светлана	Светлана		苏联	4	巡洋舰	Добавлено снаряжение «Ремонтная команда»	—	—	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Котовский	Котовский		苏联	5	巡洋舰	Время перезарядки орудий ГК	8,2	7,5 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Котовский	Котовский		苏联	5	巡洋舰	Добавлено снаряжение «Ремонтная команда» с увеличенным восстановлением повреждений цитадели и всего корпуса	—	—	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Будённый	Будённый		苏联	6	巡洋舰	Добавлено снаряжение «Ремонтная команда» с увеличенным восстановлением повреждений цитадели и всего корпуса	—	—	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Сторожевой	Сторожевой		苏联	2	驱逐舰	Время поворота орудий ГК на 180 градусов	15,7	10 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Сторожевой	Сторожевой		苏联	2	驱逐舰	Дальность хода торпед	4	6 км	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Дерзкий	Дерзкий		苏联	3	驱逐舰	Время поворота орудий ГК на 180 градусов	15,7	10 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Дерзкий	Дерзкий		苏联	3	驱逐舰	Дальность хода торпед	4	6 км	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Изяслав	Изяслав		苏联	4	驱逐舰	Время поворота орудий ГК на 180 градусов	15,7	10 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Изяслав	Изяслав		苏联	4	驱逐舰	Дальность хода торпед	5	6,5 км	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Подвойский	Подвойский		苏联	5	驱逐舰	Дальность хода торпед	4	7 км	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Подвойский	Подвойский		苏联	5	驱逐舰	Скорость хода торпед	65	55 узлов	13.10	官方公告：https://blog.korabli.su/blog/567	nerf	released		Korabli #567
Подвойский	Подвойский		苏联	5	驱逐舰	Заметность торпед	1,3	1,1 км	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Подвойский	Подвойский		苏联	5	驱逐舰	Время поворота орудий ГК на 180 градусов	18,6	10 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Подвойский	Подвойский		苏联	5	驱逐舰	Время перезарядки орудий ГК	7,5	6,5 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Подвойский	Подвойский		苏联	5	驱逐舰	Добавлено снаряжение «Ремонтная команда»	—	—	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Подвойский	Подвойский		苏联	5	驱逐舰	Количество снаряжения «Форсаж» уменьшено на 1	—	—	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Подвойский	Подвойский		苏联	5	驱逐舰	Количество снаряжения «Дымогенератор» уменьшено на 1	—	—	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Гневный	Гневный		苏联	6	驱逐舰	Дальность хода торпед	4	7 км	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Гневный	Гневный		苏联	6	驱逐舰	Скорость хода торпед	70	55 узлов	13.10	官方公告：https://blog.korabli.su/blog/567	nerf	released		Korabli #567
Гневный	Гневный		苏联	6	驱逐舰	Заметность торпед	1,3	1,1 км	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Гневный	Гневный		苏联	6	驱逐舰	Максимальный урон торпеды	13860	13266	13.10	官方公告：https://blog.korabli.su/blog/567	nerf	released		Korabli #567
Гневный	Гневный		苏联	6	驱逐舰	Шанс вызвать затопление торпеды	250%	240%	13.10	官方公告：https://blog.korabli.su/blog/567	nerf	released		Korabli #567
Гневный	Гневный		苏联	6	驱逐舰	Время поворота орудий ГК на 180 градусов	18,6	10 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Гневный	Гневный		苏联	6	驱逐舰	Добавлено снаряжение «Ремонтная команда»	—	—	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Гневный	Гневный		苏联	6	驱逐舰	Количество снаряжения «Форсаж» уменьшено на 1	—	—	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Гневный	Гневный		苏联	6	驱逐舰	Количество снаряжения «Дымогенератор» уменьшено на 1	—	—	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Минск	Минск		苏联	7	驱逐舰	Дальность хода торпед	4	7,5 км	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Минск	Минск		苏联	7	驱逐舰	Скорость хода торпед	65	55 узлов	13.10	官方公告：https://blog.korabli.su/blog/567	nerf	released		Korabli #567
Минск	Минск		苏联	7	驱逐舰	Заметность торпед	1,3	1,1 км	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Минск	Минск		苏联	7	驱逐舰	Максимальный урон торпеды	16566	13266	13.10	官方公告：https://blog.korabli.su/blog/567	nerf	released		Korabli #567
Минск	Минск		苏联	7	驱逐舰	Шанс вызвать затопление торпеды	302%	240%	13.10	官方公告：https://blog.korabli.su/blog/567	nerf	released		Korabli #567
Минск	Минск		苏联	7	驱逐舰	Время поворота орудий ГК на 180 градусов	18,6	9 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Минск	Минск		苏联	7	驱逐舰	Добавлено снаряжение «Ремонтная команда»	—	—	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Минск	Минск		苏联	7	驱逐舰	Количество снаряжения «Форсаж» уменьшено на 1	—	—	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Минск	Минск		苏联	7	驱逐舰	Количество снаряжения «Дымогенератор» уменьшено на 1	—	—	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Киев	Киев		苏联	8	驱逐舰	Бронирование центральной части обшивки борта	19	30 мм	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Киев	Киев		苏联	8	驱逐舰	Бронирование центральной части палубы	19	25 мм	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Киев	Киев		苏联	8	驱逐舰	Время поворота орудий ГК на 180 градусов	18,6	9 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Ташкент	Ташкент		苏联	9	驱逐舰	Бронирование центральной части обшивки борта	19	30 мм	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Ташкент	Ташкент		苏联	9	驱逐舰	Бронирование центральной части палубы	19	25 мм	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Ташкент	Ташкент		苏联	9	驱逐舰	Время поворота орудий ГК на 180 градусов	9	8 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Ташкент	Ташкент		苏联	9	驱逐舰	Дальность хода торпед	8	9 км	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Дельный	Дельный		苏联	10	驱逐舰	Бронирование центральной части палубы	19	25 мм	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Дельный	Дельный		苏联	10	驱逐舰	Время поворота орудий ГК на 180 градусов	9	8 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Дельный	Дельный		苏联	10	驱逐舰	Время перезарядки ТА	129	115 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Пётр Великий	Пётр Великий		苏联	5	战列舰	Время перезарядки орудий ГК	33	30 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Измаил	Измаил		苏联	6	战列舰	Время поворота орудий ГК на 180 градусов	60	45 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Ленинград	Ленинград		苏联	7	驱逐舰	Время поворота орудий ГК на 180 градусов	27,7	15,7 с	13.10	官方公告：https://blog.korabli.su/blog/567	buff	released		Korabli #567
Таллин	Таллин		苏联	8	巡洋舰	Добавлено снаряжение «Ремонтная команда»	—	—	13.10	官方公告：https://blog.korabli.su/blog/567	adjustment	released		Korabli #567
Hertha	Hertha		德国	8	巡洋舰	Количество восстанавливаемых очков боеспособности в секунду при использовании «Ремонтной команды»	0,5%	0,6%	13.8	官方公告：https://blog.korabli.su/blog/566	buff	test		Korabli #566
Freya	Freya		德国	9	巡洋舰	Заметность с кораблей	11,9	11,8 км	13.8	官方公告：https://blog.korabli.su/blog/566	buff	test		Korabli #566
Hansa	Hansa		德国	10	巡洋舰	Заметность с кораблей	12	11,6 км	13.8	官方公告：https://blog.korabli.su/blog/566	buff	test		Korabli #566
Natsukaze	Natsukaze		日本	10	驱逐舰	Заметность с кораблей	6,9	7 км	13.8	官方公告：https://blog.korabli.su/blog/566	nerf	test		Korabli #566
Natsukaze	Natsukaze		日本	10	驱逐舰	Время перезарядки ТА	66	72 с	13.8	官方公告：https://blog.korabli.su/blog/566	nerf	test		Korabli #566
Resistance	Resistance		英国	9	巡洋舰	Время перезарядки орудий ГК	20	21 с	13.8	官方公告：https://blog.korabli.su/blog/566	nerf	test		Korabli #566
Resistance	Resistance		英国	9	巡洋舰	Снаряжение «Гидроакустический поиск ближнего действия» заменено на «Гидроакустический поиск» со стандартными для уровня характеристиками	—	—	13.8	官方公告：https://blog.korabli.su/blog/566	adjustment	test		Korabli #566
Saphir	Saphir		法国	6	潜艇	Заметность с кораблей	5,5	5,6 км	13.8	官方公告：https://blog.korabli.su/blog/566	nerf	test		Korabli #566
